video_id,title,view_count,created_time,created_time_precision,upload_date,video_url,thumbnail_url,thumbnail_file,channel,collected_at_utc
MTkfN_0DOV0,EAST GERMANY: Traces of the Soviet Past,68632,2026-09-05T10:00:28+00:00,timestamp_utc,20260905,https://www.youtube.com/watch?v=MTkfN_0DOV0,https://i.ytimg.com/vi_webp/MTkfN_0DOV0/maxresdefault.webp,thumbnails/MTkfN_0DOV0.webp,Infinite Planet TV,2026-09-10T08:21:08+00:00
